x,y,labels
1.512096774193548,3.587662337662338,1.0
4.415322580645161,6.428571428571429,1.0
2.782258064516129,6.590909090909092,1.0
1.875,8.376623376623378,1.0
2.963709677419355,10.730519480519483,1.0
3.750000000000001,11.866883116883118,1.0
5.201612903225807,12.435064935064938,1.0
7.258064516129033,12.02922077922078,1.0
7.681451612903227,11.298701298701301,1.0
7.500000000000001,10.405844155844157,1.0
6.895161290322581,9.91883116883117,1.0
6.290322580645161,10.000000000000002,1.0
5.806451612903225,12.435064935064938,1.0
5.745967741935485,15.600649350649354,1.0
6.169354838709677,16.087662337662337,1.0
7.862903225806451,15.275974025974028,1.0
9.254032258064516,13.409090909090912,1.0
9.012096774193548,11.21753246753247,1.0
7.076612903225807,8.701298701298702,1.0
5.262096774193549,7.2402597402597415,1.0
5.080645161290323,7.15909090909091,1.0
5.080645161290323,7.077922077922079,1.0
5.745967741935485,5.698051948051949,1.0
6.108870967741935,3.8311688311688314,1.0
6.108870967741935,3.1818181818181825,1.0
5.141129032258065,2.938311688311689,1.0
1.330645161290323,2.207792207792208,1.0
0.967741935483871,2.207792207792208,1.0
3.810483870967743,5.5357142857142865,1.0
8.225806451612904,10.000000000000002,1.0
9.012096774193548,10.811688311688313,1.0
9.012096774193548,10.811688311688313,1.0
9.012096774193548,10.811688311688313,1.0
8.951612903225808,11.298701298701301,1.0
8.588709677419356,12.02922077922078,1.0
7.197580645161291,13.490259740259743,1.0
6.471774193548387,14.139610389610391,1.0
6.471774193548387,14.139610389610391,1.0
6.532258064516129,12.75974025974026,1.0
7.802419354838709,9.594155844155846,1.0
10.64516129032258,6.185064935064936,1.0
12.217741935483872,5.373376623376624,1.0
12.217741935483872,5.129870129870131,1.0
10.463709677419356,3.75,1.0
10.282258064516128,2.6948051948051948,1.0
12.701612903225804,2.3701298701298708,1.0
12.883064516129032,2.3701298701298708,1.0
10.826612903225808,2.3701298701298708,1.0
9.31451612903226,2.613636363636364,1.0
9.798387096774192,7.402597402597404,1.0
9.435483870967744,14.707792207792211,1.0
8.225806451612904,17.142857142857146,1.0
8.10483870967742,17.30519480519481,1.0
8.10483870967742,17.30519480519481,1.0
7.258064516129033,17.38636363636364,1.0
5.383064516129033,15.762987012987017,1.0
5.745967741935485,14.464285714285717,1.0
7.560483870967743,14.383116883116886,1.0
4.657258064516129,9.91883116883117,1.0
5.322580645161291,8.376623376623378,1.0
7.137096774193549,5.779220779220781,1.0
7.076612903225807,9.10714285714286,1.0
3.870967741935485,13.652597402597406,1.0
3.266129032258065,15.275974025974028,1.0
2.661290322580645,15.762987012987017,1.0
2.116935483870968,11.704545454545457,1.0
2.721774193548387,7.970779220779223,1.0
9.193548387096776,4.642857142857144,1.0
14.092741935483872,8.944805194805197,1.0
10.887096774193548,13.814935064935066,1.0
9.798387096774192,11.21753246753247,1.0
10.64516129032258,7.321428571428573,1.0
8.528225806451612,5.129870129870131,1.0
3.870967741935485,10.811688311688313,1.0
4.596774193548387,11.623376623376625,1.0
5.141129032258065,9.756493506493507,1.0
6.532258064516129,6.022727272727273,1.0
4.596774193548387,3.912337662337663,1.0
2.056451612903226,15.43831168831169,1.0
3.205645161290323,17.711038961038966,1.0
5.745967741935485,16.33116883116883,1.0
7.500000000000001,15.032467532467534,1.0
9.254032258064516,7.970779220779223,1.0
9.858870967741936,4.967532467532468,1.0
13.608870967741936,4.805194805194805,1.0
11.31048387096774,15.113636363636365,1.0
9.072580645161292,16.087662337662337,1.0
3.568548387096775,18.198051948051948,1.0
4.294354838709677,10.649350649350652,1.0
6.895161290322581,5.0487012987013,1.0
9.677419354838708,4.480519480519481,1.0
11.189516129032256,5.2110389610389625,1.0
8.286290322580644,16.087662337662337,1.0
5.383064516129033,17.30519480519481,1.0
5.443548387096775,10.162337662337665,1.0
7.620967741935485,4.155844155844157,1.0
10.887096774193548,9.26948051948052,1.0
11.85483870967742,12.110389610389612,1.0
12.580645161290324,8.863636363636365,1.0
14.697580645161288,6.266233766233768,1.0
19.596774193548388,27.613636363636367,2.0
27.459677419354836,27.77597402597403,2.0
26.370967741935484,27.938311688311693,2.0
24.919354838709676,27.6948051948052,2.0
24.737903225806452,27.532467532467535,2.0
24.556451612903224,27.126623376623378,2.0
24.556451612903224,26.396103896103902,2.0
24.919354838709676,25.584415584415588,2.0
25.58467741935484,24.529220779220786,2.0
25.826612903225808,24.12337662337663,2.0
25.64516129032258,23.311688311688314,2.0
22.681451612903224,20.795454545454547,2.0
20.987903225806452,19.902597402597408,2.0
20.68548387096774,19.902597402597408,2.0
19.536290322580644,22.01298701298702,2.0
18.81048387096774,23.63636363636364,2.0
18.870967741935484,24.772727272727273,2.0
19.536290322580644,25.66558441558442,2.0
20.745967741935484,25.74675324675325,2.0
22.258064516129032,25.66558441558442,2.0
22.439516129032256,25.503246753246756,2.0
22.137096774193548,25.340909090909093,2.0
20.443548387096772,25.340909090909093,2.0
18.326612903225808,25.340909090909093,2.0
16.995967741935484,25.584415584415588,2.0
16.57258064516129,25.990259740259745,2.0
16.330645161290324,26.071428571428577,2.0
16.028225806451612,26.071428571428577,2.0
15.846774193548388,25.584415584415588,2.0
15.967741935483872,24.285714285714292,2.0
16.633064516129032,23.230519480519483,2.0
19.173387096774192,22.824675324675326,2.0
23.891129032258064,22.824675324675326,2.0
25.887096774193548,22.824675324675326,2.0
26.31048387096774,22.58116883116883,2.0
26.733870967741936,22.01298701298702,2.0
27.096774193548388,20.714285714285715,2.0
27.096774193548388,18.522727272727273,2.0
26.794354838709676,17.38636363636364,2.0
26.189516129032256,16.81818181818182,2.0
